customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,risk_score,risk_tier
CUST_17901,29,140250,MORTGAGE,6.0,VENTURE,C,15000,12.99,0,0.05,N,7,0.062091373,Low
CUST_17902,28,140250,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,11.36,0,0.07,N,5,0.14990464,Low
CUST_17903,28,12000,OWN,4.0,EDUCATION,B,3000,9.62,1,0.25,N,5,0.9968856,High
CUST_17904,31,128000,RENT,2.0,VENTURE,D,30000,16.29,1,0.23,N,10,0.9379534,High
CUST_17905,31,140250,MORTGAGE,9.0,PERSONAL,C,25000,13.85,0,0.09,N,6,0.030189965,Low
CUST_17906,31,140250,MORTGAGE,4.0,DEBTCONSOLIDATION,A,19600,7.51,0,0.07,N,5,0.031276193,Low
CUST_17907,27,140250,RENT,11.0,EDUCATION,E,35000,18.64,1,0.14,Y,7,0.6216389,Medium
CUST_17908,30,140250,MORTGAGE,7.0,HOMEIMPROVEMENT,E,35000,19.69,0,0.13,N,8,0.1894681,Low
CUST_17909,30,140250,MORTGAGE,14.0,DEBTCONSOLIDATION,B,21000,11.26,0,0.08,N,6,0.077992246,Low
CUST_17910,30,140250,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000,10.36,0,0.09,N,9,0.14654435,Low
CUST_17911,31,73000,RENT,15.0,HOMEIMPROVEMENT,B,29700,11.11,1,0.41,N,7,0.9962084,High
CUST_17912,29,140250,RENT,2.0,EDUCATION,A,29550,8.9,0,0.2,N,9,0.04148916,Low
CUST_17913,27,81300,RENT,3.0,VENTURE,B,29000,12.69,1,0.36,N,6,0.98422027,High
CUST_17914,29,89000,RENT,1.0,EDUCATION,A,28800,7.49,1,0.32,N,6,0.9887056,High
CUST_17915,28,12000,OWN,4.0,MEDICAL,B,2000,10.75,1,0.17,N,6,0.9923591,High
CUST_17916,29,140250,MORTGAGE,0.0,HOMEIMPROVEMENT,B,20000,10.37,0,0.08,N,9,0.11374415,Low
CUST_17917,31,140250,MORTGAGE,14.0,VENTURE,A,18000,8.94,0,0.07,N,9,0.0013014079,Low
CUST_17918,31,140250,MORTGAGE,6.0,DEBTCONSOLIDATION,C,25000,13.57,0,0.1,Y,10,0.082939826,Low
CUST_17919,31,140250,MORTGAGE,3.0,PERSONAL,A,28000,5.99,0,0.11,N,5,0.008492444,Low
CUST_17920,28,140250,MORTGAGE,3.0,PERSONAL,B,35000,11.71,0,0.14,N,7,0.04471578,Low
CUST_17921,27,140250,RENT,11.0,HOMEIMPROVEMENT,D,12000,17.27,1,0.05,N,7,0.14377116,Low
CUST_17922,27,65000,RENT,4.0,EDUCATION,A,28000,7.9,1,0.43,N,6,0.9925759,High
CUST_17923,34,12000,OWN,0.0,HOMEIMPROVEMENT,B,3250,10.99,1,0.27,N,5,0.9969896,High
CUST_17924,32,140250,MORTGAGE,9.0,MEDICAL,D,25000,14.59,1,0.11,N,7,0.9354856,High
CUST_17925,29,140250,MORTGAGE,12.0,VENTURE,A,8000,7.51,0,0.03,N,10,0.0006609666,Low
CUST_17926,31,140250,MORTGAGE,2.0,MEDICAL,C,4000,14.22,0,0.02,Y,10,0.055990007,Low
CUST_17927,35,140250,OWN,8.0,VENTURE,B,15000,9.88,0,0.06,N,5,3.7680835e-05,Low
CUST_17928,28,96000,RENT,3.0,HOMEIMPROVEMENT,A,28000,7.9,0,0.29,N,10,0.05246909,Low
CUST_17929,29,12000,OWN,0.0,HOMEIMPROVEMENT,B,4500,11.14,1,0.38,N,6,0.9960206,High
CUST_17930,27,111000,RENT,11.0,PERSONAL,A,28000,7.9,0,0.25,N,8,0.038630698,Low
CUST_17931,35,115000,RENT,1.0,VENTURE,B,28000,9.91,0,0.24,N,6,0.0015474514,Low
CUST_17932,35,87550,RENT,3.0,MEDICAL,F,28000,18.62,1,0.27,N,10,0.9668541,High
CUST_17933,27,12000,OWN,0.0,EDUCATION,D,8125,14.42,1,0.68,Y,5,0.9986064,High
CUST_17934,27,140250,MORTGAGE,1.0,EDUCATION,A,35000,7.9,0,0.15,N,7,0.021023309,Low
CUST_17935,32,140250,MORTGAGE,5.0,MEDICAL,A,8400,7.51,0,0.04,N,5,0.025568495,Low
CUST_17936,31,140250,MORTGAGE,15.0,MEDICAL,A,5500,5.42,0,0.02,N,5,0.005310351,Low
CUST_17937,29,140250,MORTGAGE,5.0,VENTURE,A,10000,8.49,0,0.04,N,8,0.001264899,Low
CUST_17938,30,140250,MORTGAGE,8.0,VENTURE,D,28000,16.49,0,0.12,Y,7,0.11860541,Low
CUST_17939,28,140250,MORTGAGE,3.0,VENTURE,D,8400,15.31,0,0.04,N,8,0.15978839,Low
CUST_17940,29,140250,MORTGAGE,11.0,DEBTCONSOLIDATION,D,35000,14.91,1,0.15,N,8,0.9897231,High
CUST_17941,29,140250,MORTGAGE,10.0,EDUCATION,A,5000,7.88,0,0.02,N,8,0.024891974,Low
CUST_17942,30,140250,RENT,7.0,PERSONAL,A,18000,7.88,0,0.07,N,10,0.042334393,Low
CUST_17943,32,140250,RENT,0.0,MEDICAL,B,20000,11.83,1,0.09,N,6,0.12266905,Low
CUST_17944,27,52000,RENT,5.0,MEDICAL,B,26000,10.99,1,0.5,N,10,0.99290353,High
CUST_17945,29,110000,RENT,9.0,DEBTCONSOLIDATION,B,25600,10.99,0,0.23,N,5,0.060601957,Low
CUST_17946,31,122000,RENT,2.0,EDUCATION,C,25600,15.96,0,0.21,Y,7,0.17893308,Low
CUST_17947,27,57000,RENT,4.0,HOMEIMPROVEMENT,D,25475,15.99,1,0.45,Y,7,0.97675157,High
CUST_17948,27,140250,MORTGAGE,1.0,DEBTCONSOLIDATION,B,2000,9.91,0,0.01,N,6,0.026358945,Low
CUST_17949,32,140250,RENT,16.0,HOMEIMPROVEMENT,A,35000,7.49,0,0.15,N,9,0.04204363,Low
CUST_17950,29,140250,MORTGAGE,4.0,MEDICAL,A,8500,7.49,0,0.04,N,10,0.025808927,Low
CUST_17951,34,40000,RENT,3.0,MEDICAL,B,25000,10.25,1,0.63,N,8,0.99091375,High
CUST_17952,27,47000,RENT,3.0,VENTURE,D,25000,15.7,1,0.53,Y,10,0.99329776,High
CUST_17953,33,48000,RENT,11.0,DEBTCONSOLIDATION,B,25000,9.99,1,0.52,N,10,0.9904507,High
CUST_17954,30,140250,RENT,2.0,MEDICAL,B,25000,12.42,0,0.11,N,10,0.07370237,Low
CUST_17955,28,140250,MORTGAGE,2.0,VENTURE,A,30000,8.49,0,0.13,N,6,0.0009007664,Low
CUST_17956,33,140250,MORTGAGE,12.0,PERSONAL,B,8000,9.99,0,0.04,N,10,0.059502464,Low
CUST_17957,27,48000,RENT,2.0,PERSONAL,C,25000,10.59,1,0.52,N,7,0.995878,High
CUST_17958,27,140250,MORTGAGE,11.0,VENTURE,D,25000,15.31,0,0.11,N,5,0.12769037,Low
CUST_17959,29,140250,OWN,11.0,PERSONAL,B,24250,10.99,0,0.11,N,7,0.0017993675,Low
CUST_17960,28,140250,MORTGAGE,8.0,PERSONAL,C,16800,13.92,0,0.07,Y,5,0.022783104,Low
CUST_17961,27,140250,MORTGAGE,1.0,VENTURE,B,14000,10.99,0,0.06,N,7,0.0008915837,Low
CUST_17962,32,140250,MORTGAGE,4.0,PERSONAL,C,20000,13.92,0,0.09,N,10,0.025917709,Low
CUST_17963,28,140250,MORTGAGE,1.0,VENTURE,A,5000,7.75,0,0.02,N,5,0.0009217247,Low
CUST_17964,28,49861,RENT,2.0,MEDICAL,C,25000,13.11,1,0.5,Y,7,0.995856,High
CUST_17965,29,140250,OWN,1.0,PERSONAL,F,14725,19.41,0,0.07,N,6,0.16911548,Low
CUST_17966,31,140250,MORTGAGE,3.0,MEDICAL,A,20000,6.54,0,0.09,N,5,0.029672535,Low
CUST_17967,29,140250,MORTGAGE,12.0,EDUCATION,A,14400,8.9,0,0.07,N,7,0.04096669,Low
CUST_17968,28,140250,MORTGAGE,12.0,VENTURE,D,15000,16.02,0,0.07,Y,8,0.17308952,Low
CUST_17969,28,140250,MORTGAGE,12.0,VENTURE,B,21000,11.99,0,0.1,N,7,0.0037283269,Low
CUST_17970,32,53196,RENT,9.0,VENTURE,B,25000,11.86,1,0.47,N,9,0.9936652,High
CUST_17971,30,54000,RENT,13.0,MEDICAL,B,25000,10.74,1,0.46,N,6,0.9967945,High
CUST_17972,29,48000,RENT,9.0,HOMEIMPROVEMENT,C,25000,13.61,1,0.52,Y,8,0.9980057,High
CUST_17973,30,140250,MORTGAGE,8.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.11,N,6,0.12087125,Low
CUST_17974,30,140250,MORTGAGE,5.0,DEBTCONSOLIDATION,E,15000,16.82,1,0.08,Y,9,0.98066795,High
CUST_17975,30,140250,MORTGAGE,2.0,HOMEIMPROVEMENT,C,24250,12.87,0,0.12,Y,6,0.113532096,Low
CUST_17976,28,140250,OWN,4.0,PERSONAL,D,15000,14.84,0,0.07,Y,7,0.0008476966,Low
CUST_17977,27,140250,MORTGAGE,11.0,VENTURE,B,22000,10.62,0,0.11,N,5,0.0007719889,Low
CUST_17978,30,54383,RENT,5.0,HOMEIMPROVEMENT,D,25000,15.65,1,0.46,Y,7,0.9691095,High
CUST_17979,27,49000,RENT,11.0,DEBTCONSOLIDATION,B,25000,11.36,1,0.51,N,5,0.99419653,High
CUST_17980,28,13500,OWN,0.0,PERSONAL,A,6700,9.63,1,0.5,N,5,0.9984211,High
CUST_17981,27,140250,MORTGAGE,3.0,HOMEIMPROVEMENT,D,25000,15.31,0,0.12,Y,6,0.10499878,Low
CUST_17982,34,140250,MORTGAGE,0.0,EDUCATION,B,16000,11.83,0,0.08,N,5,0.08573899,Low
CUST_17983,31,140250,RENT,0.0,VENTURE,A,12000,9.63,0,0.06,N,9,0.0023111997,Low
CUST_17984,29,140250,RENT,12.0,MEDICAL,G,25000,21.64,1,0.13,Y,9,0.9960051,High
CUST_17985,28,140250,MORTGAGE,12.0,PERSONAL,D,12000,14.46,0,0.06,Y,8,0.17809077,Low
CUST_17986,32,140250,MORTGAGE,7.0,PERSONAL,B,28000,10.59,0,0.14,N,7,0.055960137,Low
CUST_17987,31,140250,MORTGAGE,11.0,EDUCATION,C,20000,13.48,0,0.1,N,10,0.05029881,Low
CUST_17988,30,56952,RENT,3.0,MEDICAL,B,25000,11.36,1,0.44,N,9,0.9968213,High
CUST_17989,31,60000,RENT,4.0,HOMEIMPROVEMENT,A,25000,8.9,1,0.42,N,10,0.97945315,High
CUST_17990,28,60000,RENT,3.0,MEDICAL,C,25000,13.49,1,0.42,N,10,0.9926829,High
CUST_17991,29,140250,MORTGAGE,0.0,DEBTCONSOLIDATION,B,19000,11.83,0,0.09,N,7,0.06810603,Low
CUST_17992,35,140250,MORTGAGE,19.0,DEBTCONSOLIDATION,A,6000,7.68,0,0.03,N,8,0.011412274,Low
CUST_17993,29,140250,MORTGAGE,13.0,VENTURE,B,10000,12.69,0,0.05,N,9,0.004418932,Low
CUST_17994,28,140250,MORTGAGE,2.0,PERSONAL,A,15000,6.03,0,0.07,N,6,0.011885748,Low
CUST_17995,32,140250,RENT,6.0,HOMEIMPROVEMENT,E,35000,19.03,0,0.17,Y,8,0.24539545,Low
CUST_17996,28,140250,MORTGAGE,12.0,EDUCATION,A,25000,7.9,0,0.13,N,9,0.029744066,Low
CUST_17997,31,140250,MORTGAGE,8.0,DEBTCONSOLIDATION,A,24000,8.9,0,0.12,N,9,0.028959468,Low
CUST_17998,31,140250,MORTGAGE,3.0,MEDICAL,A,30000,8.9,0,0.15,N,5,0.030821195,Low
CUST_17999,28,140250,MORTGAGE,2.0,MEDICAL,A,15000,8.9,0,0.07,N,10,0.037204184,Low
CUST_18000,27,60000,RENT,11.0,VENTURE,B,25000,10.99,1,0.42,N,8,0.993626,High
CUST_18001,28,61000,RENT,9.0,PERSONAL,B,25000,9.91,1,0.41,N,7,0.9944594,High
CUST_18002,28,140250,MORTGAGE,7.0,PERSONAL,A,10000,6.99,0,0.05,N,7,0.02723108,Low
CUST_18003,35,140250,MORTGAGE,0.0,HOMEIMPROVEMENT,B,18000,10.99,0,0.09,N,10,0.044931713,Low
CUST_18004,35,140250,RENT,4.0,DEBTCONSOLIDATION,D,5000,16.49,1,0.03,N,9,0.9894219,High
CUST_18005,28,63000,RENT,4.0,MEDICAL,B,25000,11.36,1,0.4,N,8,0.99613273,High
CUST_18006,32,63235,RENT,3.0,HOMEIMPROVEMENT,B,25000,10.25,1,0.4,N,8,0.99240667,High
CUST_18007,30,65000,RENT,2.0,DEBTCONSOLIDATION,B,25000,10.38,1,0.38,N,8,0.97835976,High
CUST_18008,30,65000,RENT,15.0,HOMEIMPROVEMENT,B,25000,10.99,1,0.38,N,5,0.9861276,High
CUST_18009,31,65800,RENT,15.0,DEBTCONSOLIDATION,A,25000,7.51,1,0.38,N,9,0.9874821,High
CUST_18010,27,140250,MORTGAGE,7.0,PERSONAL,B,15000,9.88,0,0.07,N,9,0.11466667,Low
CUST_18011,30,140250,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.05,N,9,0.085781164,Low
CUST_18012,28,140250,RENT,4.0,VENTURE,D,25000,15.33,0,0.13,Y,7,0.21701972,Low
CUST_18013,27,140250,MORTGAGE,6.0,EDUCATION,A,10000,7.51,0,0.05,N,10,0.036507938,Low
CUST_18014,32,140250,RENT,14.0,DEBTCONSOLIDATION,B,25000,10.62,1,0.13,N,5,0.0686638,Low
CUST_18015,29,66000,RENT,4.0,EDUCATION,B,25000,11.48,1,0.38,N,10,0.99524236,High
CUST_18016,29,140250,MORTGAGE,7.0,PERSONAL,B,14400,11.14,0,0.07,N,7,0.09907028,Low
CUST_18017,30,140250,MORTGAGE,0.0,MEDICAL,B,24250,11.48,0,0.12,N,8,0.07560678,Low
CUST_18018,30,140250,MORTGAGE,4.0,MEDICAL,B,6000,11.83,0,0.03,N,5,0.034650207,Low
CUST_18019,29,140250,RENT,0.0,HOMEIMPROVEMENT,B,25000,12.18,1,0.13,N,5,0.22955896,Low
CUST_18020,27,140250,MORTGAGE,6.0,EDUCATION,A,5000,7.74,0,0.03,N,7,0.019755732,Low
CUST_18021,30,140250,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.59,0,0.05,N,7,0.03785493,Low
CUST_18022,28,140250,RENT,1.0,MEDICAL,B,24250,12.53,0,0.12,N,5,0.07580978,Low
CUST_18023,30,140250,MORTGAGE,5.0,PERSONAL,B,20000,11.48,0,0.1,N,7,0.058770634,Low
CUST_18024,30,69000,RENT,6.0,EDUCATION,D,25000,14.09,1,0.36,Y,5,0.9929396,High
CUST_18025,32,69996,RENT,4.0,VENTURE,D,25000,15.95,1,0.36,Y,10,0.98641914,High
CUST_18026,27,70000,RENT,11.0,PERSONAL,B,25000,11.71,1,0.36,N,7,0.9927886,High
CUST_18027,33,14400,OWN,0.0,VENTURE,C,2000,14.79,0,0.14,N,8,0.01601053,Low
CUST_18028,32,64000,RENT,11.0,DEBTCONSOLIDATION,D,25000,15.2,1,0.39,N,5,0.9997992,High
CUST_18029,29,70000,RENT,3.0,PERSONAL,D,25000,14.83,1,0.36,N,6,0.9601132,High
CUST_18030,30,72000,RENT,5.0,VENTURE,D,25000,16.32,1,0.35,Y,5,0.98733133,High
CUST_18031,27,72000,RENT,9.0,EDUCATION,B,25000,10.75,1,0.35,N,8,0.9947131,High
CUST_18032,31,57800,RENT,2.0,MEDICAL,E,25000,17.19,1,0.37,N,8,0.9995074,High
CUST_18033,32,74400,RENT,16.0,MEDICAL,B,25000,10.38,1,0.34,N,8,0.99461824,High
CUST_18034,29,68872,RENT,2.0,PERSONAL,D,25000,15.95,1,0.36,Y,10,0.9991271,High
CUST_18035,30,75000,RENT,9.0,PERSONAL,D,25000,15.2,1,0.33,N,5,0.9621994,High
CUST_18036,34,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.38,1,0.33,N,8,0.9772792,High
CUST_18037,29,140250,MORTGAGE,6.0,VENTURE,C,15000,14.27,0,0.08,Y,6,0.03549663,Low
CUST_18038,35,140250,MORTGAGE,11.0,HOMEIMPROVEMENT,B,10000,11.99,0,0.05,N,9,0.11424019,Low
CUST_18039,28,140250,MORTGAGE,8.0,MEDICAL,B,20000,10.99,0,0.1,N,9,0.06829989,Low
CUST_18040,29,140250,MORTGAGE,5.0,PERSONAL,A,4000,6.62,0,0.02,N,5,0.013520283,Low
CUST_18041,31,140250,OWN,8.0,EDUCATION,A,15000,6.03,0,0.08,N,8,0.00041157863,Low
CUST_18042,31,140250,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,6.03,0,0.05,N,7,0.022870475,Low
CUST_18043,28,140250,MORTGAGE,1.0,HOMEIMPROVEMENT,D,35000,17.49,0,0.18,N,6,0.22214624,Low
CUST_18044,29,140250,MORTGAGE,3.0,EDUCATION,B,14000,10.99,0,0.07,N,6,0.07613382,Low
CUST_18045,35,14400,OWN,2.0,DEBTCONSOLIDATION,B,5550,10.37,1,0.39,N,8,0.99197114,High
CUST_18046,27,69000,RENT,5.0,VENTURE,E,25000,13.75,1,0.36,Y,6,0.99712926,High
CUST_18047,30,75600,RENT,0.0,PERSONAL,B,25000,9.99,1,0.33,N,8,0.9894888,High
CUST_18048,30,77000,RENT,7.0,PERSONAL,B,25000,10.75,1,0.32,N,8,0.9922064,High
CUST_18049,28,140250,MORTGAGE,7.0,EDUCATION,B,25000,10.99,0,0.13,N,8,0.06284695,Low
CUST_18050,29,140250,RENT,1.0,HOMEIMPROVEMENT,B,7000,9.88,0,0.04,N,9,0.06735701,Low
CUST_18051,31,140250,MORTGAGE,15.0,MEDICAL,C,24000,13.48,0,0.13,N,10,0.06212462,Low
CUST_18052,27,140250,OWN,11.0,MEDICAL,B,23000,11.83,0,0.12,N,8,0.0011722434,Low
CUST_18053,34,140250,MORTGAGE,4.0,DEBTCONSOLIDATION,D,12000,15.65,1,0.07,Y,5,0.99161243,High
CUST_18054,30,140250,RENT,3.0,DEBTCONSOLIDATION,B,15000,11.48,0,0.08,N,8,0.07494786,Low
CUST_18055,33,140250,MORTGAGE,10.0,HOMEIMPROVEMENT,D,20000,14.11,0,0.11,N,10,0.21159354,Low
CUST_18056,32,140250,RENT,8.0,EDUCATION,A,15000,9.63,0,0.08,N,7,0.035453442,Low
CUST_18057,32,140250,RENT,4.0,PERSONAL,A,8400,9.32,0,0.04,N,8,0.0452102,Low
CUST_18058,33,140250,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,6.17,0,0.11,N,7,0.013977611,Low
CUST_18059,30,78000,RENT,4.0,HOMEIMPROVEMENT,D,25000,15.31,1,0.32,Y,9,0.97132707,High
CUST_18060,31,78000,RENT,10.0,MEDICAL,B,25000,10.75,1,0.32,N,8,0.9869746,High
CUST_18061,27,72000,RENT,3.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.35,Y,6,0.9996306,High
CUST_18062,33,140250,MORTGAGE,0.0,EDUCATION,D,25000,14.46,0,0.13,Y,8,0.26498988,Low
CUST_18063,29,140250,MORTGAGE,5.0,MEDICAL,D,11200,16.89,1,0.06,Y,9,0.9574341,High
CUST_18064,28,140250,MORTGAGE,12.0,MEDICAL,C,10000,14.22,0,0.05,Y,9,0.11785429,Low
CUST_18065,29,140250,MORTGAGE,14.0,EDUCATION,B,25000,10.46,0,0.13,N,6,0.06489599,Low
CUST_18066,27,140250,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3700,10.99,0,0.02,N,5,0.06983256,Low
CUST_18067,28,140250,OTHER,3.0,VENTURE,A,2500,7.4,0,0.01,N,9,0.00046828232,Low
CUST_18068,27,140250,MORTGAGE,10.0,PERSONAL,A,35000,7.49,0,0.19,N,8,0.017672015,Low
CUST_18069,30,140250,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.08,N,7,0.00083089655,Low
CUST_18070,29,140250,MORTGAGE,7.0,DEBTCONSOLIDATION,D,28000,17.49,1,0.16,Y,10,0.98974437,High
CUST_18071,32,80000,RENT,2.0,VENTURE,B,25000,10.99,1,0.31,N,8,0.9890799,High
CUST_18072,35,80000,RENT,19.0,VENTURE,D,25000,14.09,1,0.31,Y,10,0.9499253,High
CUST_18073,33,80000,RENT,0.0,MEDICAL,B,25000,11.86,1,0.31,N,8,0.97909397,High
CUST_18074,27,140250,RENT,12.0,EDUCATION,E,15000,19.03,0,0.08,Y,6,0.5265538,Medium
CUST_18075,32,80000,RENT,1.0,MEDICAL,C,25000,12.87,1,0.31,N,9,0.9776805,High
CUST_18076,30,14400,OWN,2.0,VENTURE,B,1000,10.62,0,0.07,N,10,0.0033890728,Low
CUST_18077,30,14400,OWN,0.0,HOMEIMPROVEMENT,D,9250,14.96,1,0.64,N,10,0.99493885,High
CUST_18078,29,140250,MORTGAGE,8.0,PERSONAL,B,18000,12.69,0,0.1,N,9,0.047305252,Low
CUST_18079,29,140250,MORTGAGE,2.0,PERSONAL,E,31000,19.42,0,0.17,Y,8,0.25851944,Low
CUST_18080,30,140250,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12500,6.03,0,0.07,N,6,0.01698879,Low
CUST_18081,27,140250,RENT,2.0,MEDICAL,B,15000,12.42,0,0.08,N,10,0.053818483,Low
CUST_18082,31,140250,MORTGAGE,5.0,VENTURE,C,9000,14.27,0,0.05,Y,6,0.03458179,Low
CUST_18083,32,140250,MORTGAGE,12.0,PERSONAL,A,10000,7.9,0,0.06,N,10,0.04128111,Low
CUST_18084,31,140250,OWN,15.0,EDUCATION,B,10000,11.71,0,0.06,N,7,0.0019183125,Low
CUST_18085,30,14400,OWN,0.0,MEDICAL,D,5000,14.96,1,0.35,N,9,0.99866474,High
CUST_18086,28,84000,RENT,7.0,PERSONAL,E,25000,15.95,0,0.3,Y,7,0.19802754,Low
CUST_18087,31,85000,RENT,5.0,VENTURE,B,25000,10.75,0,0.29,N,7,0.0020616031,Low
CUST_18088,34,140250,MORTGAGE,9.0,EDUCATION,C,12900,12.99,0,0.07,Y,7,0.05220203,Low
CUST_18089,33,140250,MORTGAGE,17.0,DEBTCONSOLIDATION,A,13000,7.29,0,0.07,N,7,0.020987943,Low
CUST_18090,29,140250,MORTGAGE,9.0,PERSONAL,A,15000,5.79,0,0.08,N,6,0.0141583085,Low
CUST_18091,30,140250,MORTGAGE,11.0,VENTURE,D,28000,14.91,0,0.16,Y,5,0.11736412,Low
CUST_18092,27,140250,RENT,4.0,PERSONAL,B,8000,10.37,0,0.04,N,5,0.07020354,Low
CUST_18093,35,140250,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8500,6.92,0,0.05,N,8,0.015855454,Low
CUST_18094,28,140250,RENT,4.0,VENTURE,C,9000,13.8,0,0.05,N,10,0.05693967,Low
CUST_18095,31,85000,RENT,0.0,PERSONAL,B,25000,11.89,0,0.29,N,6,0.1279158,Low
CUST_18096,30,85000,RENT,3.0,HOMEIMPROVEMENT,B,25000,12.21,0,0.29,N,6,0.16535227,Low
CUST_18097,28,15000,OWN,2.0,PERSONAL,B,4375,12.42,1,0.29,N,9,0.99797684,High
CUST_18098,30,140250,MORTGAGE,14.0,DEBTCONSOLIDATION,B,20000,11.48,0,0.11,N,8,0.10401289,Low
CUST_18099,31,140250,RENT,1.0,VENTURE,E,20000,16.82,1,0.12,Y,7,0.908115,High
CUST_18100,33,140250,RENT,0.0,MEDICAL,A,7000,7.74,0,0.04,N,6,0.029610647,Low
CUST_18101,30,140250,MORTGAGE,8.0,EDUCATION,A,10000,8.94,1,0.06,N,5,0.04552066,Low
CUST_18102,28,140250,RENT,0.0,DEBTCONSOLIDATION,F,15000,17.26,1,0.09,Y,9,0.99263024,High
CUST_18103,27,140250,MORTGAGE,5.0,DEBTCONSOLIDATION,F,24000,17.26,1,0.14,N,9,0.99444467,High
CUST_18104,32,90000,RENT,2.0,PERSONAL,B,25000,9.99,0,0.28,N,7,0.05436848,Low
CUST_18105,32,90000,RENT,7.0,EDUCATION,D,25000,15.58,0,0.28,N,7,0.16838445,Low
CUST_18106,29,15000,OWN,5.0,PERSONAL,A,5000,7.51,1,0.33,N,7,0.99810886,High
CUST_18107,28,78000,RENT,0.0,PERSONAL,D,25000,15.31,1,0.32,Y,5,0.9993493,High
CUST_18108,34,91000,RENT,11.0,MEDICAL,B,25000,11.36,0,0.27,N,5,0.08051333,Low
CUST_18109,31,15000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,2000,16.89,1,0.13,Y,8,0.9986645,High
CUST_18110,29,92200,RENT,7.0,VENTURE,D,25000,14.96,0,0.27,N,5,0.22409248,Low
CUST_18111,30,96000,RENT,3.0,PERSONAL,B,25000,10.99,0,0.26,N,6,0.05064525,Low
CUST_18112,28,140250,RENT,7.0,HOMEIMPROVEMENT,A,6000,7.9,0,0.03,N,10,0.024481772,Low
CUST_18113,29,140250,RENT,4.0,VENTURE,D,4000,16.29,1,0.02,N,6,0.26846388,Low
CUST_18114,35,140250,RENT,0.0,DEBTCONSOLIDATION,B,16000,11.49,0,0.09,N,10,0.07909311,Low
CUST_18115,29,140250,MORTGAGE,1.0,DEBTCONSOLIDATION,A,15000,8.49,0,0.09,N,8,0.01924199,Low
CUST_18116,31,140250,MORTGAGE,3.0,EDUCATION,E,7500,19.69,0,0.04,N,9,0.22243589,Low
CUST_18117,35,140250,MORTGAGE,12.0,VENTURE,A,2200,8.49,0,0.01,N,7,0.0012562105,Low
CUST_18118,27,96000,RENT,11.0,HOMEIMPROVEMENT,E,25000,16.82,0,0.26,N,6,0.16284566,Low
CUST_18119,29,97000,RENT,4.0,PERSONAL,B,25000,10.37,0,0.26,N,10,0.066144705,Low
CUST_18120,31,86000,RENT,1.0,DEBTCONSOLIDATION,D,25000,16.0,1,0.29,Y,5,0.997603,High
CUST_18121,29,88000,RENT,9.0,PERSONAL,D,25000,14.46,1,0.28,Y,10,0.21587484,Low
CUST_18122,33,100000,RENT,1.0,HOMEIMPROVEMENT,C,25000,11.66,0,0.25,N,9,0.25710022,Low
CUST_18123,28,15000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,4000,15.37,1,0.27,N,10,0.9086029,High
CUST_18124,35,15000,OWN,3.0,HOMEIMPROVEMENT,A,3700,9.32,1,0.25,N,6,0.9965186,High
CUST_18125,30,75480,RENT,1.0,MEDICAL,C,25000,15.27,1,0.28,Y,9,0.4886864,Medium
CUST_18126,30,102000,RENT,2.0,VENTURE,B,25000,9.62,0,0.25,N,8,0.0017190285,Low
CUST_18127,35,15000,MORTGAGE,0.0,VENTURE,C,1925,12.84,0,0.13,N,6,0.13500337,Low
CUST_18128,27,103250,RENT,1.0,VENTURE,C,25000,12.73,0,0.24,N,10,0.11747937,Low
CUST_18129,29,105996,RENT,13.0,HOMEIMPROVEMENT,D,25000,14.83,0,0.24,N,9,0.14599186,Low
CUST_18130,28,140250,RENT,4.0,VENTURE,B,24500,10.99,0,0.14,N,8,0.0011468093,Low
CUST_18131,30,140250,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.68,0,0.03,N,7,0.015853038,Low
CUST_18132,29,140250,MORTGAGE,8.0,EDUCATION,D,25000,15.28,0,0.14,Y,10,0.111501694,Low
CUST_18133,28,140250,MORTGAGE,2.0,PERSONAL,D,12000,15.31,0,0.07,N,10,0.29813665,Low
CUST_18134,27,96000,RENT,1.0,VENTURE,D,25000,16.89,1,0.26,Y,10,0.96039474,High
CUST_18135,35,110000,RENT,9.0,DEBTCONSOLIDATION,C,25000,13.49,0,0.23,N,8,0.13985506,Low
CUST_18136,34,140250,MORTGAGE,1.0,PERSONAL,D,15000,14.96,0,0.09,N,5,0.26504382,Low
